col_0;col_1;col_2;col_3;col_4;col_5;col_6;col_7;col_8;col_9;col_10
8,8729;893;453;1;1;0;0;1;1;0;0
8,8939;893;454;1;1;0;0;1;1;0;0
8,9144;892;454;1;1;0;0;1;1;0;0
8,9355;891;454;1;1;0;0;1;1;0;0
8,9564;892;455;1;1;0;0;1;1;0;0
8,9771;892;456;1;1;0;0;1;1;0;0
8,9979;892;457;1;1;0;0;1;1;0;0
9,0186;892;457;1;1;0;0;1;1;0;0
9,0404;891;458;1;1;0;0;1;1;0;0
9,0612;891;458;1;1;0;0;1;1;0;0
9,0820;891;459;1;1;0;0;1;1;0;0
9,1021;893;461;1;1;0;0;1;1;0;0
9,1229;893;462;1;1;0;0;1;1;0;0
9,1435;892;461;1;1;0;0;1;1;0;0
9,1646;891;461;1;1;0;0;1;1;0;0
9,1854;891;461;1;1;0;0;1;1;0;0
9,2063;891;461;1;1;0;0;1;1;0;0
9,2271;890;461;1;1;0;0;1;1;0;0
9,2487;892;463;1;1;0;0;1;1;0;0
9,2685;899;470;1;1;0;0;1;1;0;0
9,2896;903;473;1;1;0;0;1;1;0;0
9,3112;907;478;1;1;0;0;1;1;0;0
9,3319;910;481;1;1;0;0;1;1;0;0
9,3517;911;482;1;1;0;0;1;1;0;0
9,3727;915;485;1;1;0;0;1;1;0;0
9,3937;917;486;1;1;0;0;1;1;0;0
9,4146;919;488;1;1;0;0;1;1;0;0
9,4352;922;490;1;1;0;0;1;1;0;0
9,4562;922;490;1;1;0;0;1;1;0;0
9,4770;923;491;1;1;0;0;1;1;0;0
9,4979;925;489;1;1;0;0;1;1;0;0
9,5186;926;488;1;1;0;0;1;1;0;0
9,5396;926;488;1;1;0;0;1;1;0;0
9,5603;927;488;1;1;0;0;1;1;0;0
9,5812;928;489;1;1;0;0;1;1;0;0
9,6027;929;490;1;1;0;0;1;1;0;0
9,6227;929;492;1;1;0;0;1;1;0;0
9,6435;930;493;1;1;0;0;1;1;0;0
9,6645;930;493;1;1;0;0;1;1;0;0
9,6853;930;494;1;1;0;0;1;1;0;0
9,7062;930;494;1;1;0;0;1;1;0;0
9,7277;930;495;1;1;0;0;1;1;0;0
9,7486;929;495;1;1;0;0;1;1;0;0
9,7684;930;494;1;1;0;0;1;1;0;0
9,7895;931;495;1;1;0;0;1;1;0;0
9,8101;936;496;1;1;0;0;1;1;0;0
9,8311;948;499;1;1;0;0;1;1;0;0
9,8518;953;500;1;1;0;0;1;1;0;0
9,8727;960;503;1;1;0;0;1;1;0;0
9,8936;967;505;1;1;0;0;1;1;0;0
9,9152;973;505;1;1;0;0;1;1;0;0
9,9351;977;508;1;1;0;0;1;1;0;0
9,9559;979;510;1;1;0;0;1;1;0;0
9,9776;979;511;1;1;0;0;1;1;0;0
9,9979;981;511;1;1;0;0;1;1;0;0
10,0186;981;511;1;1;0;0;1;1;0;0
10,0395;983;510;1;1;0;0;1;1;0;0
10,0610;984;508;1;1;0;0;1;1;0;0
10,0818;986;508;1;1;0;0;1;1;0;0
10,1019;987;507;1;1;0;0;1;1;0;0
10,1227;989;505;1;1;0;0;1;1;0;0
10,1436;989;504;1;1;0;0;1;1;0;0
10,1645;989;502;1;1;0;0;1;1;0;0
10,1853;990;499;1;1;0;0;1;1;0;0
10,2061;991;498;1;1;0;0;1;1;0;0
10,2276;995;494;1;1;0;0;1;1;0;0
10,2475;995;494;1;1;0;0;1;1;0;0
10,2686;995;494;1;1;0;0;1;1;0;0
10,2894;995;494;1;1;0;0;1;1;0;0
10,3100;995;494;1;1;0;0;1;1;0;0
10,3319;995;494;1;1;0;0;1;1;0;0
10,3526;1036;464;1;1;0;0;1;1;0;0
10,3725;1040;461;1;1;0;0;1;1;0;0
10,3935;1041;459;1;1;0;0;1;1;0;0
10,4151;1043;460;1;1;0;0;1;1;0;0
10,4359;1046;459;1;1;0;0;0;0;0;0
10,4566;1047;460;1;1;0;0;0;0;0;0
10,4769;1049;459;1;1;0;0;0;0;0;0
10,4976;1050;458;1;1;0;0;0;0;0;0
10,5184;1051;458;1;1;0;0;0;0;0;0
10,5394;1053;459;1;1;0;0;0;0;0;0
10,5601;1054;459;1;1;0;0;0;0;0;0
10,5809;1056;459;1;1;0;0;0;0;0;0
10,6018;1058;459;1;1;0;0;0;0;0;0
10,6236;1058;458;1;1;0;0;0;0;0;0
10,6436;1059;459;1;1;0;0;0;0;0;0
10,6644;1060;459;1;1;0;0;0;0;0;0
10,6852;1059;458;1;1;0;0;0;0;0;0
10,7060;1058;457;1;1;0;0;0;0;0;0
10,7266;1059;457;1;1;0;0;0;0;0;0
10,7475;1060;458;1;1;0;0;0;0;0;0
10,7685;1061;459;1;1;0;0;0;0;0;0
10,7893;1061;459;1;1;0;0;0;0;0;0
10,8099;1062;460;1;1;0;0;0;0;0;0
10,8309;1063;460;1;1;0;0;0;0;0;0
10,8518;1065;460;1;1;0;0;0;0;0;0
10,8723;1068;460;1;1;0;0;0;0;0;0
10,8941;1069;462;1;1;0;0;0;0;0;0
10,9141;1069;463;1;1;0;0;0;0;0;0
10,9348;1067;464;1;1;0;0;0;0;0;0
10,9559;1066;462;1;1;0;0;0;0;0;0
10,9766;1066;462;1;1;0;0;0;0;0;0
10,9976;1066;461;1;1;1;0;0;0;1;0
11,0184;1066;460;1;1;1;0;0;0;1;0
11,0391;1067;460;1;1;1;0;0;0;1;0
11,0601;1067;461;1;1;1;0;0;0;1;0
11,0809;1067;461;1;1;1;0;0;0;1;0
11,1025;1068;461;1;1;1;0;0;0;1;0
11,1224;1068;461;1;1;1;0;0;0;1;0
11,1435;1067;461;1;1;1;0;0;0;1;0
11,1650;1066;459;1;1;1;0;0;0;1;0
11,1850;1067;459;1;1;1;0;0;0;1;0
11,2059;1067;459;1;1;1;0;0;0;1;0
11,2266;1067;460;1;1;1;0;0;0;1;0
11,2475;1066;460;1;1;1;0;0;0;1;0
11,2684;1065;460;1;1;1;0;0;0;1;0
11,2892;1066;459;1;1;1;0;0;0;1;0
11,3097;1067;459;1;1;1;0;0;0;1;0
11,3308;1067;459;1;1;1;0;0;0;1;0
11,3516;1066;459;1;1;1;0;0;0;1;0
11,3724;1065;458;1;1;1;0;0;0;1;0
11,3932;1064;458;1;1;1;0;0;0;1;0
11,4140;1063;460;1;1;1;0;0;0;1;0
11,4347;1061;460;1;1;1;0;0;0;1;0
11,4558;1061;461;1;1;1;0;0;0;1;0
11,4765;1061;462;1;1;1;0;0;0;1;0
11,4975;1061;462;1;1;1;0;0;0;1;0
11,5187;1061;460;1;1;1;0;0;0;1;0
11,5391;1060;460;1;1;1;0;0;0;1;0
11,5598;1060;460;1;1;1;0;0;0;1;0
11,5806;1060;459;1;1;1;0;0;0;1;0
11,6017;1059;460;1;1;1;0;0;0;1;0
11,6226;1058;461;1;1;1;0;0;0;1;0
11,6434;1058;462;1;1;1;0;0;0;1;0
11,6641;1058;463;1;1;1;0;0;0;1;0
11,6850;1058;463;1;1;1;0;0;0;1;0
11,7058;1057;464;1;1;1;0;0;0;1;0
11,7264;1056;465;1;1;1;0;0;0;1;0
11,7475;1056;466;1;1;1;0;0;0;1;0
11,7684;1056;467;1;1;1;0;0;0;1;0
11,7895;1056;468;1;1;1;0;0;0;1;0
11,8097;1056;467;1;1;1;0;0;0;1;0
11,8305;1056;467;1;1;1;0;0;0;1;0
11,8514;1056;467;1;1;1;0;0;0;1;0
11,8732;1055;468;1;1;1;0;0;0;1;0
11,8932;1055;468;1;1;1;0;0;0;1;0
11,9141;1055;467;1;1;1;0;0;0;1;0
11,9350;1055;467;1;1;1;0;0;0;1;0
11,9562;1053;466;1;1;1;0;0;0;1;0
11,9764;1052;465;1;1;1;0;0;0;1;0
11,9972;1052;464;1;1;1;0;0;0;1;0
12,0181;1045;465;1;1;1;0;0;0;1;0
12,0390;1032;468;1;1;1;0;0;0;1;0
12,0598;1021;471;1;1;1;0;0;0;1;0
12,0806;1011;474;1;1;1;0;0;0;1;0
12,1014;1005;476;1;1;1;0;0;0;1;0
12,1222;1001;477;1;1;1;0;0;0;1;0
12,1432;996;478;1;1;1;0;0;0;1;0
12,1639;995;478;1;1;1;0;0;0;1;0
12,1849;993;477;1;1;1;0;0;0;1;0
12,2056;990;476;1;1;1;0;0;0;1;0
12,2272;987;477;1;1;1;0;0;0;1;0
12,2473;986;479;1;1;1;0;0;0;1;0
12,2683;985;481;1;1;1;0;0;0;1;0
12,2890;983;481;1;1;1;0;0;0;1;0
12,3096;983;482;1;1;1;0;0;0;1;0
12,3307;983;482;1;1;1;0;0;0;1;0
12,3515;983;482;1;1;1;0;0;0;1;0
12,3723;982;484;1;1;1;0;0;0;1;0
12,3933;980;484;1;1;1;0;0;0;1;0
12,4140;980;485;1;1;1;0;0;0;1;0
12,4348;980;485;1;1;1;0;0;0;1;0
12,4556;980;484;1;1;1;0;0;0;1;0
12,4762;971;484;1;1;1;0;0;0;1;0
12,4973;934;486;1;1;1;0;0;0;1;0
12,5181;916;486;1;1;1;0;0;0;1;0
12,5388;888;485;1;1;1;0;0;0;1;0
12,5598;862;485;1;1;1;0;0;0;1;0
12,5813;855;473;1;1;1;0;0;0;1;0
12,6021;847;472;1;1;1;0;0;0;1;0
12,6223;840;473;1;1;1;0;0;0;1;0
12,6437;834;474;1;1;1;0;0;0;1;0
12,6638;829;472;1;1;1;0;0;0;1;0
12,6848;827;475;1;1;1;0;0;0;1;0
12,7056;827;477;1;1;1;0;0;0;1;0
12,7263;827;475;1;1;1;0;0;0;1;0
12,7472;827;474;1;1;1;0;0;0;1;0
12,7681;791;468;1;1;1;0;0;0;1;0
12,7887;762;478;1;1;1;0;0;0;1;0
12,8095;751;478;1;1;1;0;0;0;1;0
12,8304;745;479;1;1;1;0;0;0;1;0
12,8521;742;479;1;1;1;0;0;0;1;0
12,8729;737;478;1;1;1;0;0;0;1;0
12,8939;735;476;1;1;1;0;0;0;1;0
12,9137;734;474;1;1;1;0;0;0;1;0
12,9347;732;474;1;1;1;0;0;0;1;0
12,9563;731;473;1;1;1;0;0;0;1;0
12,9772;731;471;1;1;1;0;0;0;1;0
12,9979;731;471;1;1;1;0;0;0;1;0
13,0180;732;472;1;1;1;0;0;0;1;0
13,0389;732;472;1;1;1;0;0;0;1;0
13,0597;732;471;1;1;1;0;0;0;1;0
13,0805;733;470;1;1;1;0;0;0;1;0
13,1013;734;469;1;1;1;0;0;0;1;0
13,1222;734;468;1;1;1;0;0;0;1;0
13,1430;734;467;1;1;1;0;0;0;1;0
13,1638;733;467;1;1;1;0;0;0;1;0
13,1847;733;466;1;1;1;0;0;0;1;0
13,2055;733;465;1;1;1;0;0;0;1;0
13,2264;733;464;1;1;1;0;0;0;1;0
13,2479;733;464;1;1;1;0;0;0;1;0
13,2687;734;463;1;1;1;0;0;0;1;0
13,2896;734;463;1;1;1;0;0;0;1;0
13,3104;734;463;1;1;1;0;0;0;1;0
13,3311;735;463;1;1;1;0;0;0;1;0
13,3521;734;463;1;1;1;0;0;0;1;0
13,3728;734;464;1;1;1;0;0;0;1;0
13,3937;735;463;1;1;1;0;0;0;1;0
13,4138;736;463;1;1;1;0;1;0;1;0
13,4346;736;464;1;1;1;0;1;0;1;0
13,4556;736;464;1;1;1;0;1;0;1;0
13,4763;736;463;1;1;1;0;1;0;1;0
13,4971;736;463;1;1;1;0;1;0;1;0
13,5180;736;463;1;1;1;0;1;0;1;0
13,5388;736;463;1;1;1;0;1;0;1;0
13,5596;735;463;1;1;1;0;1;0;1;0
13,5805;735;462;1;1;1;0;1;0;1;0
13,6020;734;462;1;1;1;0;1;0;1;0
13,6221;734;462;1;1;1;0;1;0;1;0
13,6429;733;462;1;1;1;0;1;0;1;0
13,6637;733;463;1;1;1;0;1;0;1;0
13,6853;732;464;1;1;1;0;1;0;1;0
13,7052;732;464;1;1;1;0;1;0;1;0
13,7259;732;465;1;1;1;0;1;0;1;0
13,7470;731;465;1;1;1;0;1;0;1;0
13,7677;731;465;1;1;1;0;1;0;1;0
13,7888;731;465;1;1;1;0;1;0;1;0
13,8103;730;464;1;1;1;0;1;0;1;0
13,8302;728;463;1;1;1;0;1;0;1;0
13,8519;728;462;1;1;1;0;1;0;1;0
13,8717;727;462;1;1;1;0;1;0;1;0
13,8927;727;460;1;1;1;0;1;0;1;0
13,9143;726;459;1;1;1;0;1;0;1;0
13,9345;727;458;1;1;1;0;1;0;1;0
13,9554;726;457;1;1;1;0;1;0;1;0
13,9761;736;457;1;1;1;0;1;0;1;0
13,9968;799;460;1;1;1;0;1;0;1;0
14,0176;833;460;1;1;1;0;1;0;1;0
14,0394;886;459;1;1;1;0;1;0;1;0
14,0593;931;458;1;1;1;0;1;0;1;0
14,0803;954;459;1;1;1;0;1;0;1;0
14,1010;968;460;1;1;1;0;1;0;1;0
14,1220;976;459;1;1;1;0;1;0;1;0
14,1434;981;460;1;1;1;0;1;0;1;0
14,1644;985;460;1;1;1;0;1;0;1;0
14,1845;988;459;1;1;1;0;1;0;1;0
14,2053;988;458;1;1;1;0;1;0;1;0
14,2268;990;458;1;1;1;0;1;0;1;0
14,2470;991;459;1;1;1;0;1;0;1;0
14,2683;992;460;1;1;1;0;1;0;1;0
14,2894;992;461;1;1;1;0;1;0;1;0
14,3102;993;460;1;1;1;0;1;0;1;0
14,3302;994;459;1;1;1;0;1;0;1;0
14,3511;995;459;1;1;1;0;1;0;1;0
14,3719;995;460;1;1;1;0;1;0;1;0
14,3925;996;461;1;1;1;0;1;0;1;0
14,4136;997;462;1;1;1;0;1;0;1;0
14,4342;998;463;1;1;1;0;1;0;1;0
14,4552;1000;464;1;1;1;0;1;0;1;0
14,4760;999;464;1;1;1;0;1;0;1;0
14,4969;997;464;1;1;1;0;1;0;1;0
14,5177;997;464;1;1;1;0;1;0;1;0
14,5385;997;464;1;1;1;0;1;0;1;0
14,5602;998;463;1;1;1;0;1;0;1;0
14,5810;998;464;1;1;1;0;1;0;1;0
14,6009;998;463;1;1;1;0;1;0;1;0
14,6218;998;464;1;1;1;0;1;0;1;0
14,6427;997;463;1;1;1;0;1;0;1;0
14,6634;997;463;1;1;1;0;1;0;1;0
14,6852;996;462;1;1;1;0;1;0;1;0
14,7060;996;462;1;1;1;0;1;0;1;0
14,7259;996;462;1;1;1;0;1;0;1;0
14,7476;996;462;1;1;1;0;1;0;1;0
14,7675;993;462;1;1;1;0;1;0;1;0
14,7885;972;462;1;1;1;0;1;0;1;0
14,8094;949;460;1;1;1;0;1;0;1;0
14,8302;924;459;1;1;1;0;1;0;1;0
14,8509;913;459;1;1;1;0;1;0;1;0
14,8718;899;460;1;1;1;0;1;0;1;0
14,8925;886;460;1;1;1;0;1;0;1;0
14,9143;879;459;1;1;1;0;1;0;1;0
14,9344;872;458;1;1;1;0;1;0;1;0
14,9551;868;459;1;1;1;0;1;0;1;0
14,9761;866;460;1;1;1;0;1;0;1;0
14,9968;863;460;1;1;1;0;1;0;1;0
15,0175;863;460;1;1;1;0;1;0;1;0
15,0383;863;461;1;1;1;0;1;0;1;0
15,0598;861;461;1;1;1;0;1;0;1;0
15,0808;859;462;1;1;1;0;1;0;1;0
15,1009;859;461;1;1;1;0;1;0;1;0
15,1224;857;461;1;1;1;0;1;0;1;0
15,1432;857;461;1;1;1;0;1;0;1;0
15,1633;858;461;1;1;1;0;1;0;1;0
15,1851;858;461;1;1;1;0;1;0;1;0
15,2050;858;461;1;1;1;0;1;0;1;0
15,2258;857;460;1;1;1;0;1;0;1;0
15,2468;858;460;1;1;1;0;1;0;1;0
15,2683;857;459;1;1;1;0;1;0;1;0
15,2884;856;459;1;1;1;0;1;0;1;0
15,3090;857;459;1;1;1;0;1;0;1;0
15,3299;857;459;1;1;1;0;1;0;1;0
15,3509;858;458;1;1;1;0;1;0;1;0
15,3716;858;458;1;1;1;0;1;0;1;0
15,3932;858;460;1;1;1;0;1;0;1;0
15,4133;859;460;1;1;1;0;1;0;1;0
15,4342;860;461;1;1;1;0;1;0;1;0
15,4551;860;461;1;1;1;0;1;0;1;0
15,4759;861;461;1;1;1;0;1;1;1;0
15,4967;861;463;1;1;1;0;1;1;1;0
15,5171;862;464;1;1;1;0;1;1;1;0
15,5383;864;465;1;1;1;0;1;1;1;0
15,5592;871;467;1;1;1;0;1;1;1;0
15,5798;877;469;1;1;1;0;1;1;1;0
15,6009;884;472;1;1;1;0;1;1;1;0
15,6217;889;475;1;1;1;0;1;1;1;0
15,6421;894;476;1;1;1;0;1;1;1;0
15,6632;897;478;1;1;1;0;1;1;1;0
15,6841;898;478;1;1;1;0;1;1;1;0
15,7057;900;480;1;1;1;0;1;1;1;0
15,7256;901;481;1;1;1;0;1;1;1;0
15,7467;902;483;1;1;1;0;1;1;1;0
15,7674;903;484;1;1;1;0;1;1;1;0
15,7880;905;485;1;1;1;0;1;1;1;0
15,8091;905;485;1;1;1;0;1;1;1;0
15,8300;906;484;1;1;1;0;1;1;1;0
15,8506;907;484;1;1;1;0;1;1;1;0
15,8717;907;484;1;1;1;0;1;1;1;0
15,8922;909;485;1;1;1;0;1;1;1;0
15,9133;909;487;1;1;1;0;1;1;1;0
15,9341;908;488;1;1;1;0;1;1;1;0
15,9549;908;488;1;1;1;0;1;1;1;0
15,9758;909;488;1;1;1;0;1;1;1;0
15,9966;910;488;1;1;1;0;1;1;1;0
16,0173;909;487;1;1;1;0;1;1;1;0
16,0382;909;487;1;1;1;0;1;1;1;0
16,0592;908;486;1;1;1;0;1;1;1;0
16,0798;908;486;1;1;1;0;1;1;1;0
16,1015;908;487;1;1;1;0;1;1;1;0
16,1216;908;487;1;1;1;0;1;1;1;0
16,1424;909;488;1;1;1;0;1;1;1;0
16,1633;908;488;1;1;1;0;1;1;1;0
16,1840;935;490;1;1;1;0;1;1;1;0
16,2049;959;491;1;1;1;0;1;1;1;0
16,2258;999;488;1;1;1;0;1;1;1;0
16,2473;1037;485;1;1;1;0;1;1;1;0
16,2681;1066;484;1;1;1;0;1;1;1;0
16,2880;1084;484;1;1;1;0;1;1;1;0
16,3089;1096;484;1;1;1;0;1;1;1;0
16,3296;1099;484;1;1;1;0;1;1;1;0
16,3506;1102;483;1;1;1;0;1;1;1;0
16,3715;1104;482;1;1;1;0;1;1;1;0
16,3921;1109;481;1;1;1;0;1;1;1;0
16,4132;1110;479;1;1;1;0;1;1;1;0
16,4341;1109;481;1;1;1;0;1;1;1;0
16,4548;1109;481;1;1;1;0;1;1;1;0
16,4755;1108;481;1;1;1;0;1;1;1;0
16,4965;1107;480;1;1;1;0;1;1;1;0
16,5172;1104;479;1;1;1;0;1;1;1;0
16,5389;1103;478;1;1;1;0;1;1;1;0
16,5598;1103;479;1;1;1;0;1;1;1;0
16,5796;1103;480;1;1;1;0;1;1;1;0
16,6005;1103;480;1;1;1;0;1;1;1;0
16,6215;1104;479;1;1;1;0;1;1;1;0
16,6423;1104;479;1;1;1;0;1;1;1;0
16,6632;1104;478;1;1;1;0;1;1;1;0
16,6836;1105;478;1;1;1;0;1;1;1;0
16,7048;1105;479;1;1;1;0;1;1;1;0
16,7256;1105;479;1;1;1;0;1;1;1;0
16,7465;1105;479;1;1;1;0;1;1;1;0
16,7673;1107;478;1;1;1;0;1;1;1;0
16,7882;1105;470;1;1;1;0;1;1;1;0
16,8087;1105;470;1;1;1;0;1;1;1;0
16,8298;1105;470;1;1;1;0;1;1;1;0
16,8507;1105;470;1;1;1;0;1;1;1;0
16,8715;1113;434;1;1;1;0;1;1;1;0
16,8924;1124;443;1;1;1;0;1;1;1;0
16,9139;1125;446;1;1;1;0;1;1;1;0
16,9338;1125;450;1;1;1;0;1;1;1;0
16,9545;1126;454;1;1;1;0;1;1;1;0
16,9760;1127;457;1;1;1;0;1;1;1;0
16,9970;1127;459;1;1;1;0;1;1;1;0
17,0172;1128;461;1;1;1;0;1;1;1;0
17,0381;1128;461;1;1;1;0;1;1;1;0
17,0590;1128;463;1;1;1;0;1;1;1;0
17,0805;1128;465;1;1;1;0;1;1;1;0
17,1012;1129;466;1;1;1;0;1;1;1;0
17,1220;1130;466;1;1;1;0;1;1;1;0
17,1429;1131;465;1;1;1;0;1;1;1;0
17,1630;1130;465;1;1;1;0;1;1;1;0
17,1837;1130;465;1;1;1;0;1;1;1;0
17,2055;1130;466;1;1;1;0;1;1;1;0
17,2255;1130;467;1;1;1;0;1;1;1;0
17,2462;1130;467;1;1;1;0;1;1;1;0
17,2679;1131;467;1;1;1;0;1;1;1;0
17,2888;1131;467;1;1;1;0;1;1;1;0
17,3096;1131;466;1;1;1;0;1;1;1;0
17,3304;1130;465;1;1;1;0;1;1;1;0
17,3503;1130;463;1;1;1;0;1;1;1;0
17,3712;1130;462;1;1;1;0;1;1;1;0
17,3922;1131;462;1;1;1;0;1;1;1;0
17,4131;1130;461;1;1;1;0;1;1;1;0
17,4338;1130;461;1;1;1;0;1;1;1;0
17,4547;1130;461;1;1;1;0;1;1;1;0
17,4755;1130;461;1;1;1;0;1;1;1;0
